Sample	Species	Reference	Total_Reads	Mapped_Reads	Percent_Mapped	Mean_Depth	Breadth_1x	Breadth_5x	Breadth_10x	Mean_MapQ	Genome_Size
BET_HLA_HI_202	BET	katsuwonus_pelamis_ref	3925	3925	100.00	0.00	0.05	0.00	0.00	32.29	827877945
BET_OIFC_NC_25	BET	katsuwonus_pelamis_ref	344033	344033	100.00	0.04	3.37	0.00	0.00	33.07	827877945
BET_OIFC_NC_26	BET	katsuwonus_pelamis_ref	18058	18058	100.00	0.00	0.19	0.00	0.00	33.16	827877945
BET_WCPFC_NC_18	BET	katsuwonus_pelamis_ref	45492	45492	100.00	0.00	0.46	0.00	0.00	33.59	827877945
BET_WCPFC_NC_21	BET	katsuwonus_pelamis_ref	662431	662431	100.00	0.08	5.97	0.01	0.00	33.02	827877945
BET_WCPFC_NC_39	BET	katsuwonus_pelamis_ref	162636	162636	100.00	0.02	1.75	0.00	0.00	32.99	827877945
BET_WCPFC_NC_43	BET	katsuwonus_pelamis_ref	194614	194614	100.00	0.02	2.10	0.00	0.00	33.01	827877945
BET_WCPFC_NC_44	BET	katsuwonus_pelamis_ref	51649	51649	100.00	0.01	0.59	0.00	0.00	32.73	827877945
BET_WCPFC_NC_51	BET	katsuwonus_pelamis_ref	111284	111284	100.00	0.01	1.36	0.00	0.00	32.33	827877945
BET_WCPFC_NC_73	BET	katsuwonus_pelamis_ref	384675	384675	100.00	0.04	3.52	0.00	0.00	33.36	827877945
BFT108_FL_20230329_L2	BFT	katsuwonus_pelamis_ref	498995	498995	100.00	0.04	3.82	0.00	0.00	32.60	827877945
BFT110_FL_20230329_L2	BFT	katsuwonus_pelamis_ref	2932795	2932795	100.00	0.21	14.16	0.11	0.00	32.70	827877945
BFT159_FL_20230329_L2	BFT	katsuwonus_pelamis_ref	90090	90090	100.00	0.01	0.74	0.00	0.00	32.07	827877945
BFT459_FL_20230329_L2	BFT	katsuwonus_pelamis_ref	1870055	1870055	100.00	0.12	9.59	0.01	0.00	32.74	827877945
BFT463_FL_20230329_L2	BFT	katsuwonus_pelamis_ref	2456528	2456528	100.00	0.23	14.38	0.17	0.00	32.06	827877945
BFT470_FL_20230329_L2	BFT	katsuwonus_pelamis_ref	2053861	2053861	100.00	0.14	10.63	0.02	0.00	32.43	827877945
BKFT_OIFC_NC_59	BKF	katsuwonus_pelamis_ref	638113	638113	100.00	0.07	6.20	0.00	0.00	32.53	827877945
BKFT_OIFC_NC_60	BKF	katsuwonus_pelamis_ref	665373	665373	100.00	0.08	6.47	0.00	0.00	32.53	827877945
BKFT_OIFC_NC_61	BKF	katsuwonus_pelamis_ref	461498	461498	100.00	0.05	4.39	0.00	0.00	32.96	827877945
BKFT_OIFC_NC_62	BKF	katsuwonus_pelamis_ref	427611	427611	100.00	0.05	4.36	0.00	0.00	32.73	827877945
BKFT_OIFC_NC_63	BKF	katsuwonus_pelamis_ref	79875	79875	100.00	0.01	0.92	0.00	0.00	32.50	827877945
BKT043_NC_20220819_L2	BKT	katsuwonus_pelamis_ref	75327	75327	100.00	0.01	0.60	0.00	0.00	32.44	827877945
BKT046_NC_20220819_L2	BKT	katsuwonus_pelamis_ref	11642	11642	100.00	0.00	0.11	0.00	0.00	32.11	827877945
BKT052_NC_20220907_L1	BKT	katsuwonus_pelamis_ref	30921	30921	100.00	0.00	0.25	0.00	0.00	32.10	827877945
BKT053_NC_20220907_L1	BKT	katsuwonus_pelamis_ref	18243	18243	100.00	0.00	0.16	0.00	0.00	32.02	827877945
BKT054_NC_20220907_L1	BKT	katsuwonus_pelamis_ref	1030	1030	100.00	0.00	0.01	0.00	0.00	31.97	827877945
BKT055_NC_20220907_L1	BKT	katsuwonus_pelamis_ref	129049	129049	100.00	0.01	1.19	0.00	0.00	31.77	827877945
BKT056_NC_20220907_L1	BKT	katsuwonus_pelamis_ref	74299	74299	100.00	0.01	0.61	0.00	0.00	32.04	827877945
BKT058_NC_20220907_L1	BKT	katsuwonus_pelamis_ref	1599551	1599551	100.00	0.14	9.88	0.05	0.00	31.52	827877945
BKT062_NC_20220907_L2	BKT	katsuwonus_pelamis_ref	21237	21237	100.00	0.00	0.23	0.00	0.00	33.09	827877945
BKT064_NC_20220907_L1	BKT	katsuwonus_pelamis_ref	717059	717059	100.00	0.06	5.33	0.00	0.00	31.97	827877945
BKT065_NC_20220907_L1	BKT	katsuwonus_pelamis_ref	268343	268343	100.00	0.02	2.16	0.00	0.00	31.90	827877945
BKT066_NC_20220907_L1	BKT	katsuwonus_pelamis_ref	115051	115051	100.00	0.01	1.02	0.00	0.00	31.64	827877945
BKT067_NC_20220907_L1	BKT	katsuwonus_pelamis_ref	220895	220895	100.00	0.02	1.55	0.00	0.00	32.74	827877945
BKT068_NC_20220907_L2	BKT	katsuwonus_pelamis_ref	111559	111559	100.00	0.01	0.95	0.00	0.00	35.17	827877945
BKT069_NC_20220907_L2	BKT	katsuwonus_pelamis_ref	22732	22732	100.00	0.00	0.24	0.00	0.00	32.00	827877945
BKT070_NC_20220907_L2	BKT	katsuwonus_pelamis_ref	48584	48584	100.00	0.01	0.47	0.00	0.00	31.69	827877945
BKT071_NC_20220907_L2	BKT	katsuwonus_pelamis_ref	12658	12658	100.00	0.00	0.13	0.00	0.00	31.58	827877945
BKT072_NC_20220907_L2	BKT	katsuwonus_pelamis_ref	4057	4057	100.00	0.00	0.04	0.00	0.00	32.10	827877945
BKT205_FL_20230329_L2	BKT	katsuwonus_pelamis_ref	59927	59927	100.00	0.00	0.49	0.00	0.00	34.27	827877945
BKT208_FL_20230329_L2	BKT	katsuwonus_pelamis_ref	501720	501720	100.00	0.03	2.90	0.00	0.00	33.36	827877945
BKT414_FL_20230329_L2	BKT	katsuwonus_pelamis_ref	1489701	1489701	100.00	0.12	9.25	0.01	0.00	32.31	827877945
BKT415_FL_20230329_L2	BKT	katsuwonus_pelamis_ref	24540	24540	100.00	0.00	0.19	0.00	0.00	32.61	827877945
BKT416_FL_20230329_L2	BKT	katsuwonus_pelamis_ref	532388	532388	100.00	0.03	3.13	0.00	0.00	33.26	827877945
BKT417_FL_20230329_L2	BKT	katsuwonus_pelamis_ref	791870	791870	100.00	0.06	4.97	0.00	0.00	32.92	827877945
BKT418_FL_20230329_L2	BKT	katsuwonus_pelamis_ref	83978	83978	100.00	0.01	0.62	0.00	0.00	32.64	827877945
PBFT_HLA_HI_220	PBF	katsuwonus_pelamis_ref	8284	8284	100.00	0.00	0.10	0.00	0.00	32.40	827877945
PBFT_HLA_HI_590	PBF	katsuwonus_pelamis_ref	101219	101219	100.00	0.01	1.02	0.00	0.00	33.10	827877945
PBFT_SWFSC_CA_949-10	PBF	katsuwonus_pelamis_ref	483811	483811	100.00	0.06	4.91	0.00	0.00	32.65	827877945
PBFT_SWFSC_CA_949-12	PBF	katsuwonus_pelamis_ref	739278	739278	100.00	0.09	7.40	0.00	0.00	32.36	827877945
PBFT_SWFSC_CA_949-14	PBF	katsuwonus_pelamis_ref	643863	643863	100.00	0.08	6.38	0.01	0.00	32.61	827877945
PBFT_SWFSC_CA_949-15	PBF	katsuwonus_pelamis_ref	146577	146577	100.00	0.02	1.50	0.00	0.00	33.12	827877945
PBFT_WCPFC_NC_120	PBF	katsuwonus_pelamis_ref	416549	416549	100.00	0.05	4.63	0.00	0.00	32.35	827877945
PBFT_WCPFC_NC_17	PBF	katsuwonus_pelamis_ref	442799	442799	100.00	0.05	4.25	0.00	0.00	33.13	827877945
PBFT_WCPFC_NC_19	PBF	katsuwonus_pelamis_ref	178067	178067	100.00	0.02	1.67	0.01	0.00	33.33	827877945
PBFT_WCPFC_NC_20	PBF	katsuwonus_pelamis_ref	125885	125885	100.00	0.01	1.28	0.00	0.00	33.24	827877945
PBFT_WCPFC_NC_27	PBF	katsuwonus_pelamis_ref	57959	57959	100.00	0.01	0.61	0.00	0.00	33.36	827877945
PBT001_CA_20190913_L1	PBT	katsuwonus_pelamis_ref	60193	60193	100.00	0.00	0.43	0.00	0.00	32.78	827877945
PBT002_CA_20190914_L1	PBT	katsuwonus_pelamis_ref	479468	479468	100.00	0.04	3.36	0.00	0.00	32.65	827877945
PBT003_CA_20190915_L2	PBT	katsuwonus_pelamis_ref	1922096	1922096	100.00	0.18	12.39	0.08	0.00	31.64	827877945
PBT004_CA_20190916_L2	PBT	katsuwonus_pelamis_ref	14598	14598	100.00	0.00	0.14	0.00	0.00	31.52	827877945
PBT013_NZ_20240521_L2	PBT	katsuwonus_pelamis_ref	3028122	3028122	100.00	0.30	16.84	0.53	0.00	32.14	827877945
PBT016_CA_20190928_L2	PBT	katsuwonus_pelamis_ref	8771	8771	100.00	0.00	0.08	0.00	0.00	32.00	827877945
PBT018_CA_20190930_L1	PBT	katsuwonus_pelamis_ref	212634	212634	100.00	0.02	1.67	0.00	0.00	32.01	827877945
PBT019_NZ_20240521_L2	PBT	katsuwonus_pelamis_ref	17600	17600	100.00	0.00	0.16	0.00	0.00	32.15	827877945
PBT020_CA_20191002_L1	PBT	katsuwonus_pelamis_ref	25483	25483	100.00	0.00	0.21	0.00	0.00	31.88	827877945
PBT034_SA_20220205_L2	PBT	katsuwonus_pelamis_ref	82389	82389	100.00	0.01	0.69	0.00	0.00	32.72	827877945
PBT035_SA_20220205_L2	PBT	katsuwonus_pelamis_ref	1696962	1696962	100.00	0.18	12.32	0.08	0.00	31.65	827877945
PBT037_SA_20220205_L1	PBT	katsuwonus_pelamis_ref	1810952	1810952	100.00	0.14	9.79	0.06	0.00	32.15	827877945
PBT038_SA_20220205_L1	PBT	katsuwonus_pelamis_ref	2451442	2451442	100.00	0.17	11.62	0.09	0.00	32.57	827877945
PBT120_NZ_20240427_L1	PBT	katsuwonus_pelamis_ref	11398	11398	100.00	0.00	0.09	0.00	0.00	32.23	827877945
PBT121_NZ_20240423_L1	PBT	katsuwonus_pelamis_ref	699861	699861	100.00	0.06	5.27	0.01	0.00	32.12	827877945
PBT122_NZ_20240423_L1	PBT	katsuwonus_pelamis_ref	128787	128787	100.00	0.01	1.13	0.00	0.00	32.36	827877945
PBT123_NZ_20240521_L1	PBT	katsuwonus_pelamis_ref	129703	129703	100.00	0.01	0.88	0.00	0.00	33.71	827877945
PBT124_NZ_20240521_L1	PBT	katsuwonus_pelamis_ref	492020	492020	100.00	0.04	3.64	0.00	0.00	32.45	827877945
PBT125_NZ_20240521_L1	PBT	katsuwonus_pelamis_ref	1341	1341	100.00	0.00	0.01	0.00	0.00	32.57	827877945
PBT126_NZ_20240521_L1	PBT	katsuwonus_pelamis_ref	6763	6763	100.00	0.00	0.06	0.00	0.00	32.12	827877945
PBT127_NZ_20240521_L1	PBT	katsuwonus_pelamis_ref	56890	56890	100.00	0.00	0.45	0.00	0.00	32.23	827877945
PBT138_NZ_20240521_L2	PBT	katsuwonus_pelamis_ref	5322	5322	100.00	0.00	0.06	0.00	0.00	34.03	827877945
PBT520_SA_20220211_L1	PBT	katsuwonus_pelamis_ref	1150961	1150961	100.00	0.08	6.70	0.01	0.00	33.01	827877945
PBT521_SA_20230211_L1	PBT	katsuwonus_pelamis_ref	110641	110641	100.00	0.01	0.74	0.00	0.00	32.89	827877945
PBT522_SA_20210211_L1	PBT	katsuwonus_pelamis_ref	1733588	1733588	100.00	0.11	8.82	0.02	0.00	33.00	827877945
PBT820_SA_20240210_L2	PBT	katsuwonus_pelamis_ref	14560	14560	100.00	0.00	0.14	0.00	0.00	33.08	827877945
SBFT_UM_SEFSC_R2201ET0001	SBF	katsuwonus_pelamis_ref	207622	207622	100.00	0.03	2.53	0.00	0.00	32.09	827877945
SBFT_UM_SEFSC_R2201ET0002	SBF	katsuwonus_pelamis_ref	3349238	3349238	100.00	0.45	33.31	0.05	0.00	38.66	827877945
SBFT_UM_SEFSC_R2201ET0003	SBF	katsuwonus_pelamis_ref	666982	666982	100.00	0.08	6.29	0.00	0.00	32.55	827877945
SBFT_UM_SEFSC_R2201ET0005	SBF	katsuwonus_pelamis_ref	588382	588382	100.00	0.07	5.67	0.00	0.00	32.79	827877945
SBFT_UM_SEFSC_R2201ET0007	SBF	katsuwonus_pelamis_ref	968201	968201	100.00	0.12	8.81	0.02	0.00	32.26	827877945
SBFT_UM_SEFSC_R2201ET0009	SBF	katsuwonus_pelamis_ref	284552	284552	100.00	0.03	3.08	0.00	0.00	32.78	827877945
SBFT_UM_SEFSC_R2201ET0010	SBF	katsuwonus_pelamis_ref	45894	45894	100.00	0.01	0.55	0.00	0.00	32.53	827877945
SBFT_UM_SEFSC_R2201ET0013	SBF	katsuwonus_pelamis_ref	240453	240453	100.00	0.03	2.68	0.00	0.00	32.55	827877945
SBFT_UM_SEFSC_R2201ET0015	SBF	katsuwonus_pelamis_ref	127989	127989	100.00	0.02	1.58	0.00	0.00	32.33	827877945
SBFT_UM_SEFSC_R2201ET0016	SBF	katsuwonus_pelamis_ref	825949	825949	100.00	0.10	7.92	0.01	0.00	32.34	827877945
SBFT_UM_SEFSC_R2201ET0017	SBF	katsuwonus_pelamis_ref	831688	831688	100.00	0.11	8.47	0.01	0.00	32.02	827877945
SBFT_UM_SEFSC_R2201ET0018	SBF	katsuwonus_pelamis_ref	39942	39942	100.00	0.00	0.47	0.00	0.00	32.86	827877945
SBFT_UM_SEFSC_R2201ET0019	SBF	katsuwonus_pelamis_ref	126458	126458	100.00	0.01	1.43	0.00	0.00	32.54	827877945
SBT001_NZ_20240521_L2	SBT	katsuwonus_pelamis_ref	54780	54780	100.00	0.01	0.59	0.00	0.00	31.98	827877945
SBT002_NZ_20240521_L2	SBT	katsuwonus_pelamis_ref	74068	74068	100.00	0.01	0.70	0.00	0.00	32.26	827877945
SBT003_NZ_20240521_L2	SBT	katsuwonus_pelamis_ref	8473	8473	100.00	0.00	0.09	0.00	0.00	34.04	827877945
SBT004_NZ_20240521_L2	SBT	katsuwonus_pelamis_ref	5536236	5536236	100.00	0.53	21.96	2.47	0.03	32.47	827877945
SBT005_NZ_20240521_L2	SBT	katsuwonus_pelamis_ref	489310	489310	100.00	0.05	4.40	0.00	0.00	32.45	827877945
SBT006_NZ_20240521_L2	SBT	katsuwonus_pelamis_ref	3138081	3138081	100.00	0.33	17.29	0.70	0.00	31.90	827877945
SBT007_NZ_20240521_L2	SBT	katsuwonus_pelamis_ref	1428179	1428179	100.00	0.14	10.22	0.04	0.00	32.12	827877945
SBT008_NZ_20240521_L2	SBT	katsuwonus_pelamis_ref	1311005	1311005	100.00	0.14	10.50	0.04	0.00	31.63	827877945
SBT011_NZ_20240521_L1	SBT	katsuwonus_pelamis_ref	1693234	1693234	100.00	0.14	10.08	0.04	0.00	32.05	827877945
SBT012_NZ_20240521_L1	SBT	katsuwonus_pelamis_ref	371619	371619	100.00	0.03	2.66	0.00	0.00	33.22	827877945
SBT025_NZ_20240520_L1	SBT	katsuwonus_pelamis_ref	44747	44747	100.00	0.00	0.39	0.00	0.00	31.49	827877945
SBT026_NZ_20240520_L1	SBT	katsuwonus_pelamis_ref	116266	116266	100.00	0.01	0.96	0.00	0.00	32.55	827877945
SBT027_NZ_20240520_L1	SBT	katsuwonus_pelamis_ref	2675	2675	100.00	0.00	0.03	0.00	0.00	32.53	827877945
SBT028_NZ_20240520_L1	SBT	katsuwonus_pelamis_ref	8467	8467	100.00	0.00	0.08	0.00	0.00	32.10	827877945
SBT029_NZ_20240520_L2	SBT	katsuwonus_pelamis_ref	390672	390672	100.00	0.04	3.45	0.00	0.00	32.59	827877945
SBT030_NZ_20240520_L2	SBT	katsuwonus_pelamis_ref	100397	100397	100.00	0.01	0.93	0.00	0.00	32.24	827877945
SBT031_NZ_20240520_L1	SBT	katsuwonus_pelamis_ref	202384	202384	100.00	0.02	1.60	0.00	0.00	32.43	827877945
SBT032_NZ_20240520_L1	SBT	katsuwonus_pelamis_ref	18207	18207	100.00	0.00	0.17	0.00	0.00	31.87	827877945
SBT033_NZ_20240520_L2	SBT	katsuwonus_pelamis_ref	16670	16670	100.00	0.00	0.14	0.00	0.00	32.57	827877945
SBT034_NZ_20240520_L2	SBT	katsuwonus_pelamis_ref	209951	209951	100.00	0.02	1.63	0.00	0.00	33.60	827877945
SBT117_NZ_20240521_L1	SBT	katsuwonus_pelamis_ref	502768	502768	100.00	0.05	4.17	0.00	0.00	32.17	827877945
SBT131_NZ_20240521_L1	SBT	katsuwonus_pelamis_ref	26794	26794	100.00	0.00	0.20	0.00	0.00	34.14	827877945
SBT132_NZ_20240521_L1	SBT	katsuwonus_pelamis_ref	390469	390469	100.00	0.04	3.48	0.00	0.00	31.73	827877945
SBT133_NZ_20240521_L1	SBT	katsuwonus_pelamis_ref	406071	406071	100.00	0.03	3.19	0.00	0.00	32.25	827877945
SBT134_NZ_20240521_L1	SBT	katsuwonus_pelamis_ref	1333524	1333524	100.00	0.11	8.13	0.02	0.00	32.20	827877945
SBT135_NZ_20240521_L1	SBT	katsuwonus_pelamis_ref	854678	854678	100.00	0.07	5.71	0.01	0.00	32.16	827877945
SBT136_NZ_20240521_L1	SBT	katsuwonus_pelamis_ref	54040	54040	100.00	0.00	0.40	0.00	0.00	32.42	827877945
SBT152_NZ_20240520_L2	SBT	katsuwonus_pelamis_ref	2021532	2021532	100.00	0.21	13.60	0.12	0.00	32.00	827877945
SBT154_NZ_20240520_L2	SBT	katsuwonus_pelamis_ref	2324928	2324928	100.00	0.19	13.10	0.12	0.00	32.53	827877945
SBT155_NZ_20240520_L2	SBT	katsuwonus_pelamis_ref	1159421	1159421	100.00	0.12	8.38	0.06	0.00	32.23	827877945
SBT158_NZ_20240520_L2	SBT	katsuwonus_pelamis_ref	1323382	1323382	100.00	0.14	10.08	0.06	0.00	31.87	827877945
SBT523_SA_20230211_L1	SBT	katsuwonus_pelamis_ref	997130	997130	100.00	0.08	6.76	0.01	0.00	32.15	827877945
SBT524_SA_20230211_L1	SBT	katsuwonus_pelamis_ref	55077	55077	100.00	0.00	0.49	0.00	0.00	33.10	827877945
SBT821_SA_20240210_L2	SBT	katsuwonus_pelamis_ref	1720266	1720266	100.00	0.19	12.73	0.08	0.00	31.64	827877945
SKJ002_IO_20230425_L2	SKJ	katsuwonus_pelamis_ref	755943	755943	100.00	0.08	7.08	0.03	0.00	37.39	827877945
SKJ003_IO_20230425_L2	SKJ	katsuwonus_pelamis_ref	62095	62095	100.00	0.01	0.51	0.00	0.00	38.21	827877945
SKJ004_IO_20230425_L2	SKJ	katsuwonus_pelamis_ref	2717696	2717696	100.00	0.30	19.08	0.81	0.16	36.63	827877945
SKJ005_IO_20230425_L2	SKJ	katsuwonus_pelamis_ref	90559	90559	100.00	0.01	0.88	0.00	0.00	37.24	827877945
SKJ006_IO_20230425_L2	SKJ	katsuwonus_pelamis_ref	172652	172652	100.00	0.02	1.54	0.00	0.00	38.05	827877945
SKJ007_IO_20230425_L2	SKJ	katsuwonus_pelamis_ref	364429	364429	100.00	0.04	2.93	0.05	0.00	36.22	827877945
SKJ008_IO_20230425_L2	SKJ	katsuwonus_pelamis_ref	112627	112627	100.00	0.01	1.02	0.00	0.00	37.88	827877945
SKJ009_IO_20230425_L2	SKJ	katsuwonus_pelamis_ref	571820	571820	100.00	0.04	3.85	0.00	0.00	37.70	827877945
SKJ023_IO_20230306_L1	SKJ	katsuwonus_pelamis_ref	1528463	1528463	100.00	0.13	11.56	0.00	0.00	37.33	827877945
SKJ028_IO_20230306_L1	SKJ	katsuwonus_pelamis_ref	219964	219964	100.00	0.02	2.01	0.00	0.00	37.31	827877945
SKJ029_IO_20230306_L1	SKJ	katsuwonus_pelamis_ref	465712	465712	100.00	0.04	4.01	0.00	0.00	37.15	827877945
SKJ030_IO_20230425_L2	SKJ	katsuwonus_pelamis_ref	2151031	2151031	100.00	0.21	11.58	0.82	0.19	36.19	827877945
SKJ034_IO_20230425_L2	SKJ	katsuwonus_pelamis_ref	2157954	2157954	100.00	0.17	11.86	0.44	0.07	36.29	827877945
SKJ035_IO_20230425_L2	SKJ	katsuwonus_pelamis_ref	29966	29966	100.00	0.00	0.30	0.00	0.00	36.95	827877945
SKJ045_IO_20230306_L2	SKJ	katsuwonus_pelamis_ref	23597845	23597845	100.00	2.21	73.25	14.07	0.32	35.50	827877945
SKJ051_IO_20230307_L2	SKJ	katsuwonus_pelamis_ref	146029	146029	100.00	0.01	1.35	0.00	0.00	32.67	827877945
SKJ054_IO_20230307_L1	SKJ	katsuwonus_pelamis_ref	3341917	3341917	100.00	0.29	22.15	0.04	0.00	36.94	827877945
SKJ061_FL_20230329_L2	SKJ	katsuwonus_pelamis_ref	2204809	2204809	100.00	0.15	13.59	0.00	0.00	37.83	827877945
SKJ071_FL_20230329_L2	SKJ	katsuwonus_pelamis_ref	18032	18032	100.00	0.00	0.14	0.00	0.00	37.65	827877945
SKJ074_FL_20230329_L2	SKJ	katsuwonus_pelamis_ref	20284	20284	100.00	0.00	0.18	0.00	0.00	36.58	827877945
SKJ086_FL_20230329_L2	SKJ	katsuwonus_pelamis_ref	25058	25058	100.00	0.00	0.23	0.00	0.00	37.22	827877945
SKJ087_FL_20230329_L2	SKJ	katsuwonus_pelamis_ref	1160902	1160902	100.00	0.08	7.03	0.05	0.00	36.71	827877945
SKJ096_IO_20230414_L2	SKJ	katsuwonus_pelamis_ref	11367660	11367660	100.00	0.92	38.57	3.86	1.41	36.95	827877945
SKJ097_IO_20230414_L2	SKJ	katsuwonus_pelamis_ref	10259507	10259507	100.00	1.00	53.15	2.16	0.28	36.06	827877945
SKJ099_IO_20230414_L2	SKJ	katsuwonus_pelamis_ref	12580276	12580276	100.00	1.24	55.22	5.45	0.40	36.16	827877945
SKJ101_IO_20230306_L1	SKJ	katsuwonus_pelamis_ref	6227	6227	100.00	0.00	0.04	0.00	0.00	36.77	827877945
SKJ102_IO_20230414_L2	SKJ	katsuwonus_pelamis_ref	18427692	18427692	100.00	1.72	68.54	7.38	0.07	35.78	827877945
SKJ156_NZ_20240520_L2	SKJ	katsuwonus_pelamis_ref	12459	12459	100.00	0.00	0.12	0.00	0.00	32.51	827877945
SKJ212_IO_20230602_L2	SKJ	katsuwonus_pelamis_ref	29799	29799	100.00	0.00	0.32	0.00	0.00	35.65	827877945
SKJ221_IO_20230506_L1	SKJ	katsuwonus_pelamis_ref	3684054	3684054	100.00	0.26	20.93	0.02	0.00	36.85	827877945
SKJ222_IO_20230506_L1	SKJ	katsuwonus_pelamis_ref	339563	339563	100.00	0.03	2.80	0.00	0.00	37.45	827877945
SKJ227_IO_20230409_L1	SKJ	katsuwonus_pelamis_ref	665755	665755	100.00	0.05	4.55	0.00	0.00	37.19	827877945
SKJ228_IO_20230409_L1	SKJ	katsuwonus_pelamis_ref	2912201	2912201	100.00	0.23	18.43	0.03	0.00	37.05	827877945
YFT001_NC_22020603_L1	YFT	katsuwonus_pelamis_ref	37634	37634	100.00	0.00	0.30	0.00	0.00	31.97	827877945
YFT002_NC_20220603_L1	YFT	katsuwonus_pelamis_ref	467774	467774	100.00	0.04	3.71	0.00	0.00	32.30	827877945
YFT002_PA_20240809_L1	YFT	katsuwonus_pelamis_ref	46802	46802	100.00	0.00	0.40	0.00	0.00	32.30	827877945
YFT003_NC_20220603_L1	YFT	katsuwonus_pelamis_ref	135464	135464	100.00	0.01	1.03	0.00	0.00	32.44	827877945
YFT004_NC_20220603_L1	YFT	katsuwonus_pelamis_ref	225517	225517	100.00	0.01	1.37	0.00	0.00	33.31	827877945
YFT005_NC_20220603_L1	YFT	katsuwonus_pelamis_ref	694989	694989	100.00	0.05	4.40	0.01	0.00	32.44	827877945
YFT006_NC_20220603_L1	YFT	katsuwonus_pelamis_ref	1054659	1054659	100.00	0.08	6.00	0.02	0.00	32.45	827877945
YFT007_NC_20220615_L2	YFT	katsuwonus_pelamis_ref	941368	941368	100.00	0.00	0.00	0.00	0.00	32.34	0
YFT008_NC_20220615_L2	YFT	katsuwonus_pelamis_ref	588005	588005	100.00	0.05	4.42	0.00	0.00	33.04	827877945
YFT010_VA_20250621_L1	YFT	katsuwonus_pelamis_ref	328031	328031	100.00	0.02	2.31	0.00	0.00	32.88	827877945
YFT011_VA_20250621_L1	YFT	katsuwonus_pelamis_ref	1525	1525	100.00	0.00	0.01	0.00	0.00	33.93	827877945
YFT012_VA_20220615_L2	YFT	katsuwonus_pelamis_ref	540978	540978	100.00	0.05	3.72	0.12	0.02	31.69	827877945
YFT012_VA_20250621_L1	YFT	katsuwonus_pelamis_ref	368201	368201	100.00	0.03	2.76	0.00	0.00	32.09	827877945
YFT017_VA_20250621_L1	YFT	katsuwonus_pelamis_ref	27622	27622	100.00	0.00	0.25	0.00	0.00	31.42	827877945
YFT021_VA_20250621_L1	YFT	katsuwonus_pelamis_ref	719917	719917	100.00	0.05	4.73	0.00	0.00	32.51	827877945
YFT022_VA_20250621_L1	YFT	katsuwonus_pelamis_ref	1416	1416	100.00	0.00	0.01	0.00	0.00	32.24	827877945
YFT028_VA_20250621_L1	YFT	katsuwonus_pelamis_ref	114734	114734	100.00	0.01	0.96	0.00	0.00	32.25	827877945
YFT039_PA_20220531_L1	YFT	katsuwonus_pelamis_ref	610275	610275	100.00	0.05	4.71	0.00	0.00	32.21	827877945
YFT040_PA_20220531_L1	YFT	katsuwonus_pelamis_ref	26264	26264	100.00	0.00	0.19	0.00	0.00	32.55	827877945
YFT041_PA_20220531_L1	YFT	katsuwonus_pelamis_ref	819999	819999	100.00	0.07	5.19	0.04	0.00	32.25	827877945
YFT042_PA_20220531_L1	YFT	katsuwonus_pelamis_ref	68114	68114	100.00	0.00	0.44	0.00	0.00	33.00	827877945
YFT043_PA_20220601_L1	YFT	katsuwonus_pelamis_ref	376643	376643	100.00	0.03	2.55	0.00	0.00	32.67	827877945
YFT044_PA_20220531_L1	YFT	katsuwonus_pelamis_ref	140372	140372	100.00	0.01	1.01	0.00	0.00	32.56	827877945
YFT045_PA_20220601_L1	YFT	katsuwonus_pelamis_ref	94253	94253	100.00	0.01	0.74	0.00	0.00	32.98	827877945
YFT053_IO_20230328_L1	YFT	katsuwonus_pelamis_ref	20922	20922	100.00	0.00	0.15	0.00	0.00	32.41	827877945
YFT094_IO_20230730_L1	YFT	katsuwonus_pelamis_ref	389768	389768	100.00	0.03	3.06	0.00	0.00	32.45	827877945
YFT188_HI_20220308_L2	YFT	katsuwonus_pelamis_ref	1956187	1956187	100.00	0.17	11.49	0.07	0.00	32.28	827877945
YFT309_IO_20231008_L1	YFT	katsuwonus_pelamis_ref	1485391	1485391	100.00	0.12	8.71	0.02	0.00	32.06	827877945
YFT_HLA_HI_204	YFT	katsuwonus_pelamis_ref	416356	416356	100.00	0.05	4.25	0.00	0.00	32.57	827877945
YFT_HLA_HI_205	YFT	katsuwonus_pelamis_ref	395735	395735	100.00	0.05	4.21	0.00	0.00	32.63	827877945
YFT_HLA_HI_212	YFT	katsuwonus_pelamis_ref	26240	26240	100.00	0.00	0.32	0.00	0.00	32.39	827877945
YFT_HLA_HI_213	YFT	katsuwonus_pelamis_ref	161476	161476	100.00	0.02	1.72	0.00	0.00	32.86	827877945
YFT_HLA_HI_223	YFT	katsuwonus_pelamis_ref	1035	1035	100.00	0.00	0.01	0.00	0.00	31.14	827877945
YFT_NC_21_002	YFT	katsuwonus_pelamis_ref	151127	151127	100.00	0.02	1.74	0.00	0.00	32.47	827877945
YFT_OIFC_NC_47	YFT	katsuwonus_pelamis_ref	18603	18603	100.00	0.00	0.22	0.00	0.00	32.48	827877945
YFT_OIFC_NC_48	YFT	katsuwonus_pelamis_ref	537614	537614	100.00	0.07	5.60	0.00	0.00	32.61	827877945
YFT_OIFC_NC_49	YFT	katsuwonus_pelamis_ref	97676	97676	100.00	0.01	1.07	0.00	0.00	32.71	827877945
